9300,1,2018-05-11,31,KURODA-29,SWIFTAnnualUpdateのプロジェクト計画の作成,中,未対応,159,[],{'id': 3, 'name': '中'}
9301,1,2018-04-02,31,KURODA-30,引越し後の環境整理,中,未対応,159,[],{'id': 3, 'name': '中'}
9304,2,2018-05-02,31,KURODA-33,DTCCリプレースのプランニング,中,処理中,159,[],{'id': 3, 'name': '中'}
9325,1,2018-05-11,31,KURODA-39,Backlogの不要ファイルの削除,中,未対応,159,[],{'id': 3, 'name': '中'}
9327,1,2018-04-27,31,KURODA-41,Java-JDKの問題についてバックログチケットを作成,中,未対応,159,[],{'id': 3, 'name': '中'}
9426,1,2018-04-27,31,KURODA-69,変更管理_MT2環境の構築の確認,高,未対応,159,[],{'id': 2, 'name': '高'}
9427,2,2018-06-29,31,KURODA-70,変更管理_MT2環境のSSO接続,高,処理中,159,[],{'id': 2, 'name': '高'}
9549,2,2018-04-24,31,KURODA-111,SWIFTネットワークの変更管理の確認,中,処理中,159,[],{'id': 3, 'name': '中'}
9550,2,2018-04-24,31,KURODA-112,SWIFTGD基盤の変更管理,中,処理中,159,[],{'id': 3, 'name': '中'}
9552,2,2018-05-02,31,KURODA-114,JClear4のメモ作成,中,処理中,159,[],{'id': 3, 'name': '中'}
9878,2,2018-05-02,31,KURODA-173,JSCC清水君に回答,中,処理中,160,[],{'id': 3, 'name': '中'}
9971,1,2018-04-27,31,KURODA-201,運用処理要領の連絡先一覧を更新する,中,未対応,160,[],{'id': 3, 'name': '中'}
9978,2,2018-04-27,31,KURODA-208,DTCCの連絡先変更について、提橋さんに質問する,中,処理中,160,[],{'id': 3, 'name': '中'}
10071,2,2018-04-27,31,KURODA-233,FpMLのプロジェクト計画書の作成,中,処理中,160,[],{'id': 3, 'name': '中'}
10155,2,2018-04-24,31,KURODA-243,三原からのメールの確認（FpML),中,処理中,160,[],{'id': 3, 'name': '中'}
10261,1,2018-04-27,31,KURODA-267,OpenGamma用のクラウド利用料の稟議,中,未対応,160,[],{'id': 3, 'name': '中'}
10272,2,2018-04-24,31,KURODA-278,メーリングリストの整理,中,処理中,160,[],{'id': 3, 'name': '中'}
10273,2,2018-04-24,31,KURODA-279,バックログのプロジェクトの整理,中,処理中,160,[],{'id': 3, 'name': '中'}
10500,2,2018-04-24,31,KURODA-291,TSS定例のメモ_4/11,中,処理中,160,[],{'id': 3, 'name': '中'}
10501,2,2018-04-24,31,KURODA-292,TSS定例のメモ_4/17,中,処理中,160,[],{'id': 3, 'name': '中'}
10509,1,2018-04-23,31,KURODA-300,CCSの見積もり確認,中,未対応,160,[],{'id': 3, 'name': '中'}
10510,1,2018-04-23,31,KURODA-301,FpMLのBRDレビュー,中,未対応,160,[],{'id': 3, 'name': '中'}
10511,1,2018-04-23,31,KURODA-302,IIBの設定ファイルの方針を決定する,中,未対応,160,[],{'id': 3, 'name': '中'}
10516,2,2018-04-24,31,KURODA-307,FpML定例のメモを作成,中,処理中,160,[],{'id': 3, 'name': '中'}
10518,2,2018-04-24,31,KURODA-309,OTC定例の仕事の引継ぎを行う,中,処理中,160,[],{'id': 3, 'name': '中'}
10519,2,2018-04-24,31,KURODA-310,TechFirmとのミーティングメモの作成,中,処理中,160,[],{'id': 3, 'name': '中'}
10522,1,2018-04-24,31,KURODA-313,GDPh.1からの宿題をどうするのかを相談,中,未対応,160,[],{'id': 3, 'name': '中'}
10523,2,2018-04-24,31,KURODA-314,7FJSCC事務室への支援者の入室等、整理する,中,処理中,160,[],{'id': 3, 'name': '中'}
10528,2,2018-04-27,31,KURODA-319,FpMLのUATプランの整理,中,処理中,160,[],{'id': 3, 'name': '中'}
10529,2,2018-04-24,31,KURODA-320,Markitへの疎通テーブル確認の依頼,中,処理中,160,[],{'id': 3, 'name': '中'}
10530,2,2018-04-26,31,KURODA-321,リスク管理表の作成（FpMLプロジェクト）,中,処理中,160,[],{'id': 3, 'name': '中'}
10531,2,2018-04-26,31,KURODA-322,FpML/GDPh.2のコスト部分の更新,中,処理中,160,[],{'id': 3, 'name': '中'}
10532,2,2018-04-27,31,KURODA-323,WebPortal稼働判定資料の追加,中,処理中,160,[],{'id': 3, 'name': '中'}
10533,2,2018-04-27,31,KURODA-324,Lpslove（OSS）の利用申請について箕輪さんに確認,中,処理中,160,[],{'id': 3, 'name': '中'}
10575,2,2018-04-26,31,KURODA-329,TSS定例のメモ_4/18,中,処理中,160,[],{'id': 3, 'name': '中'}
10841,2,2018-04-26,31,KURODA-331,TechFirm向けの議題作成,中,処理中,160,[],{'id': 3, 'name': '中'}
10845,2,2018-04-26,31,KURODA-334,箕輪さんにIIMとの契約・窓口関係を確認,中,処理中,160,[],{'id': 3, 'name': '中'}
10849,2,2018-04-26,31,KURODA-338,プリント_環境別、週末作業、Task、レイアウト,中,処理中,160,[],{'id': 3, 'name': '中'}
10850,2,2018-04-26,31,KURODA-339,月次報告の出席依頼,中,処理中,160,[],{'id': 3, 'name': '中'}
10852,2,2018-04-26,31,KURODA-341,FpMLの議事録登録,中,処理中,160,[],{'id': 3, 'name': '中'}
10854,2,2018-04-27,31,KURODA-343,NTTコミュニケーションズ解約,中,処理中,160,[],{'id': 3, 'name': '中'}
10856,2,2018-04-26,31,KURODA-345,梶山さんの当番表更新,中,処理中,160,[],{'id': 3, 'name': '中'}
10857,2,2018-04-26,31,KURODA-346,部の歓送迎会の案内メール作成,中,処理中,160,[],{'id': 3, 'name': '中'}
10858,2,2018-04-26,31,KURODA-347,OTC研修計画の依頼送付,中,処理中,160,[],{'id': 3, 'name': '中'}
10859,2,2018-04-26,31,KURODA-348,#19227の更新,中,処理中,160,[],{'id': 3, 'name': '中'}
10860,2,2018-04-26,31,KURODA-349,#19439の件を箕輪さんに聞く,中,処理中,160,[],{'id': 3, 'name': '中'}
10861,2,2018-04-26,31,KURODA-350,#UAT19575の確認,中,処理中,160,[],{'id': 3, 'name': '中'}
